columns : ['rate', 'spread', 'velocity_below', 'silhouette_score', 'firing_rate', 'd_prime', 'nn_hit_rate', 'waveform_duration', 'amplitude', 'cluster_id', 'snr', 'local_index', 'peak_channel_id', 'PT_ratio', 'presence_ratio', 'max_drift', 'cumulative_drift', 'repolarization_slope', 'waveform_halfwidth', 'amplitude_cutoff', 'nn_miss_rate', 'quality', 'velocity_above', 'isolation_distance', 'l_ratio', 'recovery_slope', 'isi_violations']
    Index      rate    spread    velocity_below    silhouette_score    firing_rate    d_prime    nn_hit_rate    waveform_duration    amplitude    cluster_id    snr    local_index    peak_channel_id    PT_ratio    presence_ratio    max_drift    cumulative_drift    repolarization_slope    waveform_halfwidth    amplitude_cutoff    nn_miss_rate  quality      velocity_above    isolation_distance    l_ratio    recovery_slope    isi_violations
951775403   2.64674        50             -0.34                0.09           2.65       3.44           0.65                 0.6        133.25            39   3                38          850139198        0.55              0.99        13.83              145.32                    0.41                  0.18                0.03            0     good                   0             39.4               0.02             -0.07              0.22
951775407   2.80278        80             -0.55                0.09           2.8        3.04           0.77                 1.07        93.08            40   2.01             39          850139190        1.06              0.99        23.41              316.02                    0.04                  0.85                0.5             0     good                   0.48          50.56              0.01             -0                 0.14
951775412  11.3512         60             -1.03                0.05          11.35       3.97           0.97                 0.54       116.69            41   2.74             40          850139198        0.55              0.99        24.43              106.77                    0.36                  0.23                0.01            0.01  good                  -0.27          92.73              0                -0.04              0.29
951775417   5.77244        70             -0.34                0.16           5.77       3.68           0.98                 0.6        149.48            42   2.58             41          850139204        0.79              0.99        27                 101.09                    0.45                  0.19                0               0     good                   1.03          68.98              0                -0.05              0.06
951775423   3.63814        60             -1.03                0.15           3.64       3.59           0.98                 0.54       142.1             43   3.4              42          850139202        0.23              0.99        19.97              137.1                     0.52                  0.18                0               0     good                   1.03          66.94              0                -0.08              0.01
951775429   8.45359        70             -0.69                0.12           8.46       3.3            0.95                 0.54       147.32            44   2.61             43          850139204        0.68              0.99        15.38              114.19                    0.48                  0.16                0               0     good                   0.55          74.04              0                -0.06              0.04
951775435   0.12783        90             -0.48                0.05           0.13       2.28           0                    1.26       102.53            45   1.69             44          850139204        1.24              0.96        30.13              122.94                    0.05                  0.93                0.13            0     good                   0.76          27.82              0.01             -0                 0
951775441  15.7157         50             -1.37                0.22          15.72       7.37           1                    0.6        268.44            46   5.02             45          850139204        0.65              0.99        16.43               39.59                    0.8                   0.29                0               0     good                   1.03         105.12              0                -0.11              0
951775448   5.67954        60             -0.41                0.05           5.68       4              0.96                 0.54       166.1             47   2.99             46          850139204        0.74              0.99        27.5               104.69                    0.51                  0.15                0.01            0     good                   0.69          71.28              0                -0.08              0.05
951775453   2.09172        10            nan                   0.19           2.09       7.41           1                    1.65        86.57            49   2.49             47          850139206        0.83              0.69        22.75              394.3                     0.02                nan                   0.46            0     noise                nan            121.16              0               nan                 0.27
951775465   3.09677        80             -0.48                0.13           3.1        3              0.88                 0.71        85.73            50   2.33             48          850139206        0                 0.99        16.69              269.74                    0.22                  0.4                 0.5             0     good                   0.82          47.57              0.01             -0.03              0.43
951775472   1.61307        40             -0.34                0.09           1.61       5.62           0.93                 0.25        92.82            51   2.58             49          850139206        0.13              0.82         9.54              167.4                     0.38                  0.15                0.5             0     good                   0.69          63.28              0                -0.03              1.71
951775477   4.29391        60             -0.34                0.17           4.29       6.76           1                    0.54       113.36            52   2.89             50          850139202        0.18              0.99        24.36              139.27                    0.41                  0.19                0               0     good                   0.27          93.31              0                -0.05              0.01
951775484   2.01732        30              0                   0.21           2.02       6.83           1                    0.3         70.65            53   2.11             51          850139210      230.44              0.85        25.65              566.09                    0.27                  0.14                0.06            0     good                   8.24         100.03              0                -0.01             32.23
951775489   2.53524        80             -0.27                0.13           2.54       3.03           0.79                 0.62        80.95            54   2.48             52          850139210        0.75              0.99        17.12              249.23                    0.24                  0.16                0.13            0     good                   0.34          49.54              0.01             -0.04              0.05
951775496   3.5313         60              0.34                0.07           3.53       4.04           0.97                 0.52        75.7             55   2.31             53          850139210        0.92              0.99        18.47              346.15                    0.26                  0.11                0.04            0     good                   1.1           66.67              0                -0.04              0.02
951775502   8.72495        70             -0.48                0.14           8.73       5.01           0.97                 0.6         93.73            56   2.96             54          850139212        0.36              0.99        19.35               85.45                    0.24                  0.33                0.01            0     good                   1.03          77.38              0                -0.06              0.02
951775508   0.58591        90             -0.55                0.03           0.59       2.26           0.2                  0.6         63.48            57   2.04             55          850139212        0.26              0.99        21.29              536.46                    0.14                  0.37                0.19            0     good                  -0.34          35.5               0.01             -0.04              0
951775515   7.21904        70             -0.55                0.1            7.22       5.47           0.99                 0.63        75.23            58   2.41             56          850139214        0.56              0.99        14.55              122.84                    0.2                   0.29                0.17            0     good                   1.03          89.39              0                -0.04              0.1
951775522   4.06905        50              0                   0.11           4.07       4.75           0.93                 1.35        93.48            59   1.92             57          850139216        1.13              0.99        23.25              185.95                    0.03                  1.36                0.01            0     good                   0.34          63.21              0                -0                 0.02
951775529   9.18253        70             -0.41                0.21           9.18       6.49           1                    0.54       207.48            60   4.42             58          850139216        0.61              0.99        29.09               88.7                     0.72                  0.15                0               0     good                  -0.07         101.9               0                -0.09              0.01
951775535   4.03723       100             -0.27                0.09           4.04       2.45           0.64                 1.28        93.42            61   2.02             59          850139216        1.49              0.99        12.57              255.82                    0.04                  0.96                0.5             0     good                   0.07          41.65              0.03             -0.02              0.21
951775542   0.60586       170             -0.31                0.11           0.61       2.4            0.51                 0.7         54.33            62   1.07             60          850139216        3.39              0.98        45.2               690.72                    0.05                  0.36                0.5             0     noise                 -0.15          40.99              0.01             -0.09             18.78
951775550  12.0122         60              0                   0.24          12.01       6.16           1                    0.59       178.97            63   4.69             61          850139218        0.67              0.99        27.44               85.49                    0.5                   0.19                0               0     good                   0.69         113.78              0                -0.09              0
951775556  17.1874         20            nan                   0.06          17.19       4.6            0.99                 0.22        74.77            64   1.92             62          850139218        0.54              0.96        21.77              233.63                    0.29                  0.07                0.21            0     good                   0             99.31              0                -0.04              0.01
951775561   0.58271        90              0.06                0.07           0.58       2.91           0.18                 1.48        56.54            65   1                63          850139218        2.15              0.99        30.13              586.42                    0.01                  1                   0.11            0     good                   1.17          37.78              0.01            nan                 0.23
951775569   7.29985        60              0                   0.04           7.3        2.52           0.96                 0.56        95.33            66   2.46             64          850139218        0.61              0.99        24.61              103.05                    0.31                  0.16                0.08            0     good                   0             68.79              0                -0.04              0.03
951775576   6.64046        70             -0.41                0.04           6.64       3.24           0.92                 1.41       102.86            67   2.25             65          850139216        1.24              0.99        31.71              132.11                    0.05                  1.02                0               0     good                  -0.41          58.63              0.01             -0.08              0.06
951775582  11.2056         70              0.07                0.12          11.21       4.38           0.94                 0.51        94.58            68   2.75             66          850139220        0.45              0.99        21.02              108.08                    0.3                   0.21                0.08            0     good                   0.34          75.73              0                -0.03              0.03
951775589   3.70862        60             -0.69                0.12           3.71       3.94           0.84                 0.59        83.87            69   2.26             67          850139220        0.55              0.99        14.05              133.01                    0.24                  0.18                0.04            0     good                   1.03          48.83              0.01             -0.03              0.14
951775595   8.77259        60             -1.58                0.12           8.77       5.14           0.99                 0.56       111.16            70   3.2              68          850139222        0.93              0.99        19.28               62.18                    0.32                  0.16                0               0     good                   0             75.21              0                -0.05              0
951775602   0.10995       100             -0.08              nan              0.11       2.73           0                    1.24        62.96            71   1.91             69          850139226        3.83              0.98        29.72               42.53                    0.03                  1.06                0.5             0     good                   0.14          29.57              0.01             -0                 0
951775607   8.06443        70             -0.82                0.29           8.07       8.78           1                    0.63       131.83            72   2.76             70          850139230        0.96              0.99        25.83              106.65                    0.39                  0.21                0               0     good                   0.34         129.14              0                -0.05              0
951775614   6.70484        50             -0.69                0.38           6.71      10.65           1                    0.6        196.48            73   5.66             71          850139228        0.31              0.99        21.75               60.06                    0.6                   0.21                0               0     good                   0.69         160.23              0                -0.09              0
951775620   5.07875       100             -0.32                0.11           5.08       3.51           0.94                 0.65        65.71            74   2.18             72          850139228        0.3               0.99        21.02              239.5                     0.16                  0.33                0.5             0     good                   1.1           57.91              0                -0.02              0.14
951775627   0.02242       100              0.08              nan              0.02       2.83           0                    1.4         73.7             75   1.6              73          850139230        4.23              0.71       nan                   0                       0.02                nan                   0.35            0     good                   0.89          34.12              0                -0.03              0
951775633  11.1431         40             -2.75                0.23          11.15       3.79           0.97                 0.56       182.87            76   3.83             74          850139236        0.94              0.99        12.99               70.51                    0.55                  0.19                0.02            0     good                  -1.03          91.5               0                -0.09              0.02
951775639   5.2942         50             -0.69                0.09           5.3        3.44           0.98                 1.43        60.95            77   1.48             75          850139236        2.95              0.99        24.66              209.82                    0.01                nan                   0.31            0     good                  -1.03          85.46              0                -0.02              0.02
951775645   6.28933        70             -1.72                0.12           6.29       3.72           0.9                  1.35        76.24            79   1.76             76          850139230        2.03              0.99        19.58              146.74                    0.04                  2.31                0.09            0     good                  -0.82          57.89              0.01             -0.05              0.09
951775648  11.3501         20            nan                   0.07          11.35       4.61           0.94                 1.5         84.66            80   2.4              77          850139238        1.69              0.99        10.29               92.65                    0.04                  1.06                0.19            0.01  good                   0.69          94.72              0               nan                 0.19
951775655   4.79406        40              0                   0.14           4.79       4.51           0.92                 0.59       113.46            81   2.83             78          850139242        0.13              0.99        16.47              100.81                    0.38                  0.26                0               0     good                  -0.34          61.26              0                -0.06              0.06
951775660   9.35944        50             -0.21                0.21           9.36       6.05           1                    0.55       246.85            82   6.11             79          850139240        0.5               0.99        21.52               81.08                    0.76                  0.18                0               0     good                   0.69          90.51              0                -0.12              0
951775666  11.0597         40             -1.03                0.17          11.06       4.43           0.99                 0.58       160.19            83   3.94             80          850139240        0.44              0.99        21.8                83.21                    0.52                  0.18                0               0     good                  -0.69         107.51              0                -0.07              0.01
951775671   8.41691        60             -0.41                0.16           8.42       5.66           1                    0.49       145.55            84   3.68             81          850139240        0.46              0.99        15.76               67.18                    0.5                   0.16                0               0     good                   0            129.49              0                -0.08              0
951775678   3.69808        70             -1.03                0.06           3.7        2.37           0.77                 0.71        79.33            85   2.03             82          850139242        0.02              0.99        22                 225.58                    0.18                  0.34                0.5             0     good                  -0.07          42.86              0.02             -0.03              0.25
951775684   2.12748        50             -0.69                0.3            2.13       4.26           0.98                 0.66       185.06            86   3.99             83          850139248        0.72              0.99        10.2                87.05                    0.55                  0.21                0               0     good                   1.37          78.5               0                -0.08              0.01
951775689  13.6246         40             -1.03                0.22          13.63       6.02           1                    0.56       178.31            87   4.12             84          850139248        0.79              0.99        15.17               64.83                    0.46                  0.15                0               0     good                  -0.69         131.43              0                -0.07              0.01
951775695   1.63064        20              0                   0.14           1.63       4.44           0.99                 0.21       117.36            88   2.77             85          850139248        0.58              0.76         7.91              115.03                    0.48                  0.1                 0.5             0     good                 nan             89.39              0                -0.1               0.29
951775702  14.4631         70             -0.69                0.21          14.47       6.35           0.99                 0.6        158.77            89   4.06             86          850139248        0.69              0.99        19.46               83.27                    0.43                  0.22                0               0     good                  -0.34         133.76              0                -0.09              0.01
951775708  15.7992         40             -2.06                0.21          15.8        6.55           1                    0.65        95.3             90   2.8              87          850139254        0.68              0.99         4.87               57.42                    0.27                  0.23                0.05            0     good                   0.34         137.15              0                -0.04              0.15
951775714   3.70376        40             -0.69                0.1            3.7        3.89           0.99                 0.3        100.81            91   2.57             88          850139254        0.72              0.99        10                 141.97                    0.44                  0.12                0               0     good                   0.34          60.43              0                -0.07              0
951775720   5.57476        80             -0.24                0.14           5.58       2.8            0.72                 0.62        69.47            92   1.22             89          850139260        0.42              0.99        15.36              189.8                     0.14                  1.11                0.5             0.01  good                   0.34          47.77              0.03             -0.04              0.14
951775726   9.92344        60             -0.27                0.05           9.93       3.78           0.88                 0.47        92.79            93   1.55             90          850139260        0.28              0.99        15.49              116.95                    0.27                  0.92                0.41            0.02  good                  -0.69          66.54              0.02             -0.07              0.23
951775733   0.47348        60             -0.21                0.11           0.47       2.98           0.47                 1.3         70.35            94   2.08             91          850139262        1.79              0.99        24.86              456.96                    0.04                  0.87                0.02            0     good                   0             42.76              0.01             -0                 0.17
951775738   1.0131         40              0.34                0.04           1.01       4.16           0.93                 1.19        72.03            95   2.03             92          850139262        1.44              0.99        22.13              468                       0.05                  1                   0.5             0     good                  -1.37          58.68              0                -0                 0
951775741   4.01666        40             -0.82                0.29           4.02       4.86           0.98                 0.7        186.62            96   5                93          850139264        0.46              0.99        27.81               59                       0.55                  0.21                0               0     good                 nan             59.04              0.01             -0.09              0.01
951775745   9.23078        40             -0.34                0.08           9.23       2.53           0.88                 0.67        85.07            97   2.59             94          850139264        0.48              0.99        20.38              119.26                    0.24                  0.22                0.13            0.01  good                  -0.69          57.55              0.02             -0.06              0.08
951775748   3.94433       110             -0.1                 0.08           3.95       2.42           0.61                 0.67        63.39            98   1.96             95          850139264        0.66              0.99        13.92              212.85                    0.12                  0.33                0.5             0.01  good                  -0.31          40.5               0.06             -0.03              0.13
951775751   6.06096        60             -0.55                0.06           6.06       4.13           0.92                 0.63        72.23            99   1.19             96          850139272        0.52              0.99        20.51              148.37                    0.2                 nan                   0.07            0.01  good                   1.37          55.26              0.02             -0.03              0.09
951775754   6.40713        60             -1.37                0.22           6.41       7.43           0.99                 0.67       100.25           100   3.84             97          850139274        0.39              0.99        24.91               75.06                    0.25                  0.27                0               0     good                   0.27         102.82              0                -0.03              0
951775759   4.98223        50             -0.69                0.12           4.98       2.77           0.95                 0.65        72.15           101   0.89             98          850139278        0.46              0.99        22.51              222.68                    0.19                  1.17                0.23            0.01  good                   0             69.15              0                -0.02              0.07
951775764   3.11888        70             -0.76                0.09           3.12       1.87           0.5                  0.63        62.84           102   1.93             99          850139276        0.48              0.99        27.47              222.75                    0.16                  0.25                0.44            0.01  good                   1.03          36.7               0.06             -0.03              0.18
951775770  12.4008         70             -0.55                0.06          12.4        3.47           0.95                 0.59        60.86           103   1.93            100          850139276        0.54              0.99        26.27              125.01                    0.14                  0.34                0.14            0.04  good                  -1.03          83.23              0.01             -0.02              0.06
951775776   4.19047        50             -1.72                0.24           4.19       7.91           1                    0.67       129.49           104   3.74            101          850139276        0.23              0.99        21.69               97.77                    0.46                  0.16                0               0     good                   0            106.03              0                -0.04              0
951775782   4.02462        70             -0.69                0.14           4.03       4              0.89                 1.24        62.31           105   2.12            102          850139280        1.14              0.99        14.7               177.02                    0.03                  1.74                0.1             0.01  good                   2.59          76.73              0.01             -0                 0.01
951775789   0.05745        70             -1.1                 0.11           0.06       2.27           0                    1.35        63.31           106   2.12            103          850139280        1.41              0.85         7.15                7.15                    0.02                  1.22                0.49            0     good                   0             27.25              0.02             -0.02              0
951775795   9.85834        40             -3.43                0.36           9.86      11.63           1                    0.82       214.98           107   5.25            104          850139282        0.87              0.99        20.3                44.76                    0.26                  0.32                0               0     good                  -0.69         186.47              0                -0.09              0
951775800   0.03658        70             -3.98              nan              0.04       2.82           0                    1.47        81.41           108   1.46            105          850139282        2.13              0.86         1                   0                       0.03                  1.06                0.3             0     good                   4.4           29.55              0.01            nan                 0
951775806   4.49077        40             -0.69                0.17           4.49       4.55           0.97                 0.12        82.01           109   2.13            106          850139286        1.21              0.99        19.28              144.09                    0.2                   0.12                0               0     good                   0.34          76.42              0                -0.23              0.01
951775813   1.23269       100             -0.82                0.11           1.23       2.89           0.8                  1.28        55.51           110   1.44            107          850139282        6.97              0.99        21.55              425.28                    0.03                nan                   0.5             0     good                   0.22          48.83              0.01             -0.02              0.31
951775819   0.663          60             -0.76                0.16           0.66       4.64           0.72                 0.6         69.76           111   1.47            108          850139294        0.17              0.99        20.51              336.47                    0.16                  0.29                0.02            0     good                   0             46.16              0.01             -0.01              0
951775826   7.01712        60             -0.69                0.17           7.02       5.8            1                    1.37        91.02           112   2.84            109          850139292        1.28              0.99        11.04               96.21                    0.04                  1.4                 0               0     good                   0.96         106.46              0                -0.02              0.01
951775830   0.03823        80              0                 nan              0.04       2.21           0.11                 0.62        49.99           113   1.49            110          850139296        0.33              0.57        17                  36.63                    0.14                  1.02                0.09            0     good                   0.89          30.99              0.01             -0.02              0
951775836   1.6696         50              0                   0.18           1.67       4.3            0.98                 0.7         88.51           114   3.14            111          850139298        0.62              0.99        13.94              233.35                    0.28                  0.14                0               0     good                   0.96          77.02              0                -0.04              0.01
951775843   5.1145         70             -1.24                0.24           5.12       9.92           1                    0.67       144.07           115   4.94            112          850139298        0.58              0.99        19.67               53.24                    0.43                  0.22                0               0     good                   0.62         164.83              0                -0.07              0
951775849   1.22205        60             -0.69                0.31           1.22       7.58           0.99                 0.69       151.24           116   4.45            113          850139302        0.8               0.99        11.8               110.74                    0.41                  0.15                0               0     good                  -1.03          80.79              0                -0.08              0
951775857   1.93197        90             -0.34                0.15           1.93       4.22           0.94                 1.4         58.35           117   1.89            114          850139302        2.08              0.99        13.57              344.22                    0.03                  1.1                 0.09            0     good                   1.37          66.73              0                -0.05              0.08
951775863   2.86612        50             -3.09                0.08           2.87       4.26           0.93                 1.26        64.67           118   2.05            115          850139302        1.48              0.99        20.08              207.57                    0.03                  1.26                0.03            0     good                   0.34          60.44              0.01             -0.01              0.07
951775869   2.13171        80             -0.84                0.16           2.13       4.54           0.88                 0.6         94.87           119   3.11            116          850139306        0.27              0.99        16.37              159.47                    0.34                  0.16                0               0     good                  -0.34          57.64              0                -0.03              0.01
951775875   6.9637         40             -0.34                0.35           6.97       5.56           1                    0.58       199.9            120   5.12            117          850139308        0.72              0.99         7.89               39.38                    0.53                  0.22                0               0     good                   0.69          84.8               0                -0.1               0
951775880   0.03751        80             -0.48                0.08           0.04       2.26           0                    1.22        69.51           121   1.77            118          850139308        2.1               0.94       nan                   0                       0.04                  0.82                0.27            0     good                   0.69          26.36              0.01             -0.01             27.52
951775885   0.56607        70             -1.65                0.31           0.57       9.86           0.99                 0.66       132.13           122   4.37            119          850139316        0.32              0.59         5.22               73.43                    0.46                  0.15                0               0     good                   1.72         107.9               0                -0.05              0
951775890   9.40997        70              0.21                0.09           9.41       3.15           0.96                 0.71        56.62           123   2.11            120          850139316        0.52              0.99        15.85              143.19                    0.14                  0.22                0.5             0.01  good                   0.27          68.5               0.01             -0.03              0.06
951775897   7.1681         20            nan                   0.13           7.17       4.14           0.94                 0.62       103.5            124   3.52            121          850139316        0.49              0.99        11.73               74.03                    0.3                   0.21                0.01            0     good                   0             63.07              0.01             -0.05              0.05
951775903   7.18907        10            nan                   0.13           7.19       4.6            0.99                 0.25        89.52           125   3.27            122          850139316        0.25              0.99        11.93              180.45                    0.36                  0.1                 0.22            0     noise                nan             86.84              0                -0.06              0.05
951775908  10.2125         60             -0.96                0.12          10.21       4.63           0.97                 0.54        62.8            126   2.46            123          850139318        0.49              0.99        21.83              139.02                    0.17                  0.23                0.23            0     good                   1.03          93.61              0                -0.03              0.09
951775915   7.01413        50              0                   0.17           7.02       5.43           0.98                 0.59        92.16           127   3.55            124          850139318        0.51              0.99        13.14               75.12                    0.27                  0.25                0.01            0     good                   1.03          78.31              0                -0.05              0.03
951775919   2.94631        60             -0.82                0.12           2.95       3.95           0.93                 0.6         75.64           128   2.27            125          850139322        0.03              0.99        17.21              146.28                    0.27                  0.19                0.02            0     good                   0             60.65              0                -0.04              0.04
951775927   6.76664        30             -3.43                0.11           6.77       6.41           1                    0.23        64.71           129   2.18            126          850139322        0.2               0.91        29.8               320.46                    0.26                  0.15                0.5             0     good                   0            121.6               0                -0.03              0.22
951775934   3.88078        70             -0.41                0.15           3.88       3.87           0.86                 1.28        67.06           130   2.23            127          850139324        1.76              0.99        18.34              214.29                    0.04                  0.87                0               0     good                   0.76          64.49              0                -0                 0.03
951775940   4.93687        50             -1.37                0.13           4.94       4.69           0.95                 0.66        61.4            131   2.03            128          850139326        0.01              0.99        12.77              192.83                    0.17                  0.33                0.39            0     good                   0.41          72.86              0                -0.02              0.07
951775947   6.44878        60             -0.69                0.27           6.45       5.67           0.98                 0.6         99.29           132   4.05            129          850139332        0.54              0.99        10.18               83.2                     0.29                  0.21                0               0     good                  -0.27          96.35              0                -0.05              0.01
951775954   1.10311        70             -1.03                0.21           1.1        4.92           0.9                  0.7         97.96           133   3.66            130          850139328        0.76              0.99        27.84              200.91                    0.26                  0.16                0               0     good                   0.07          55.33              0                -0.04              0.1
951775961   3.56591        70             -0.69                0.13           3.57       2.46           0.87                 0.56        64.41           134   2.77            131          850139332        0.51              0.99        11.33              208.96                    0.2                   0.18                0.5             0     good                   0.21          54.22              0.01             -0.03              0.11
951775967   3.97533        80             -0.82                0.04           3.98       3.3            0.86                 1.33        59.94           135   1.56            132          850139330      239.7               0.99        15.27              223.36                    0.03                nan                   0.5             0     good                   0.76          54.16              0.01             -0                 0.09
951775974   4.69145        50             -0.34                0.09           4.69       3.5            0.75                 0.59        81.19           136   3.15            133          850139334        0.33              0.99         8.33              141.12                    0.25                  0.19                0.42            0.02  good                   0.69          54.14              0.02             -0.05              0.23
951775980   6.49197        70             -0.69                0.05           6.49       3.44           0.77                 0.62        64.94           137   2.47            134          850139334        0.32              0.99        16.27              154                       0.18                  0.26                0.5             0.02  good                   0.82          63.45              0.02             -0.03              0.16
951775985   4.92654        70             -1.44                0.24           4.93       6.31           1                    0.65       151.83           138   4.29            135          850139336        0.98              0.99        23.9               111.88                    0.43                  0.16                0               0     good                  -0.34         107.38              0                -0.07              0
951775990   4.2006         50             -1.03                0.2            4.2        6.37           1                    0.6        124.87           139   3.43            136          850139336        0.82              0.86        27.93               86.04                    0.42                  0.15                0               0     good                   0            114.9               0                -0.08              0
951776000   1.76766       170              0.52                0.09           1.77       3.82           0.93                 0.91         4.02           140   0.06            137          850139606        1.57              0.99        32.55              394.42                    0                   nan                   0.07            0     noise                 -2.06          54.57              0.01             -0                 0.09
951776007   2.56934        20            nan                   0.16           2.57       5.73           1                    0.23        86.16           141   2.81            138          850139338        0.45              0.95        23.94              353.78                    0.34                  0.07                0.06            0     noise                 12.36          93.03              0                -0.04              0.03
951776014   0.04764        50              0                 nan              0.05       3.16           0                    0.15       122.76           142   3.53            139          850139336        3.83              0.26         6.26               21.36                    0.36                  0.18                0.06            0     noise                 -0.27          31.48              0.01             -0.27              0
951776020   2.06269        50             -0.69                0.35           2.06       7.87           0.99                 0.6        187.05           143   5.52            140          850139340        0.82              0.99        16.24               57.08                    0.57                  0.14                0               0     good                   0.69          84.65              0                -0.08              0
